"Denver_Building_Id","Compliance_Status","Property_Name","Street","Zipcode","Year_Built","Address_Source","Address_Type","Master_Property_Type","Primary_Property_Type___EPA_Calculated","Assessor_Sector","Government_Type","Master_Sq_Ft","Reported_for_Year","ENERGY_STAR_Score","Site_Energy_Use__kBtu_","Site_EUI__kBtu_sq_ft_","Weather_Normalized_Site_Energy_Use","Weather_Normalized_Site_EUI__kBtu_sq_ft_","Electricity_use_Grid_Purchase_and_Onsite","Electricity_Use___Grid_Purchase__kWh_","Electricity_Use_Onsite_Renewable__kWh_","Green_Power___Offsite__kWh_","Green_Power___Onsite__kWh_","Natural_Gas_Use__kBtu_","District_Steam_Use__kBtu_","District_Chilled_Water_use__kBtu_","Total_GHG_Emissions__Metric_Tons_C02e_","ENERGY_STAR_Certification_Year_s__Cert","Recent_Energy_Star_Certification"
4390,In Compliance,180 Flats- 848 S Dexter,848 S Dexter St,80246,1974,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,52308,2020-12-31,63,4725893,90.3,4904453,93.8,366909,366909,0,0,0,3474000,0,0,397.9,0,0
3090,In Compliance,The Boulevard-Simpson,150 W 9th Avenue,80204,2005,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,375320,2020-12-31,89,17153844,45.7,17322368,46.2,2175312,2175312,0,0,0,9731679,0,0,1781.7,0,0
2946,In Compliance,Park Sedona Apartments,1245 Humboldt St.,80218-2441,1968,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,38368,2020-12-31,97,2138292,55.7,2178702,56.8,213318,213318,0,0,0,1410452,0,0,199,0,0
4010,In Compliance,The Lex at Lowry (bk49),240 S Monaco Pkwy,80224,1971,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,837250,2020-12-31,98,40073338,47.9,41764896,49.9,3300526,3300526,0,0,0,28811942,0,0,3449.5,0,0
6011,In Compliance,CoLab (cl135),1493 Osage St,80204,2018,Portfolio Manager,Building,Apartment,Multifamily Housing,,,480668,2020-12-31,100,19812947,41.2,19812947,41.2,2411803,2411803,0,0,0,11583875,0,0,2017.6,0,0
5032,In Compliance,5032 Building 7,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,28715,2020-12-31,0,639776,22.3,642870,22.4,81844,81844,0,0,0,360524,0,0,66.7,0,0
5285,In Compliance,Monaco Parkway Apartments,2050 S. Monaco Parkway,80224,1970,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,57006,2020-12-31,55,4394633,77.1,4534319,79.5,274739,274739,0,0,0,3457225,0,0,343.4,0,0
4684,In Compliance,Retreat at Water's Edge (rt087),9999 E Yale Ave,80231,1985,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,195843,2020-12-31,55,16710413,85.3,16673895,85.1,1046946,1046946,0,0,0,13138234,0,0,1306.6,0,0
5834,In Compliance,Sable Ridge Apartments - Avanath,4210 Fraser Way,80239-5213,2003,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,42270,2020-12-31,62,2841465,67.2,2869697,67.9,349121,349121,0,0,0,1650264,0,0,290.7,0,0
5516,In Compliance,Parkside Apartments,7780 East 23rd Avenue,80238,2005,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-family,,57654,2020-12-31,75,3847857,66.7,3867782,67.1,371653,371653,0,0,0,2579778,0,0,353.1,0,0
3617,In Compliance,THE CHRISTIANA,3160 W. LOUISIANA AVE.,80219,1972,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,40358,2020-12-31,80,2776956,68.8,2928638,72.6,173786,173785,0,0,0,2184000,0,0,217.1,0,0
2693,Not Submitted,300 East 17th - Logan,1665 Logan Street,80203,1986,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial/Residential Mixed-use,,225856,2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,In Compliance,Juanita Nolasco,4550 West 8th Avenue,80204,1972,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,127228,2020-12-31,34,13592442,106.8,13870629,109,961970,961970,0,0,0,10310201,0,0,1107,0,0
5849,In Compliance,Alexan LoHi (xl14),3215 Tejon St,80211,2017,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial/Residential Mixed-use,,93794,2020-12-31,78,4851882,51.7,4863796,51.9,842869,842869,0,0,0,1976013,0,0,595,0,0
4391,In Compliance,The Rise at Cherry Creek (rs030),878 S Dexter St,80246,1969,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,122056,2020-12-31,96,7678892,62.9,7860971,64.4,394458,394458,0,0,0,6333000,0,0,565.7,0,0
3728,In Compliance,University House Denver,2400 E Asbury Ave.,80210,2008,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,177069,2020-12-31,96,10603911,59.9,10759497,60.8,1389907,1389906,0,0,0,5861550,0,0,1119.5,0,0
6116,In Compliance,5000 W 38th LLC,3785 N Yates St,80212,2019,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,29010,2020-12-31,87,1584009,54.6,1604708,55.3,227409,227409,0,0,0,808089,0,0,175.1,0,0
5350,Not Submitted,Everleigh Central Park (hv56),2980 Syracuse St,80238,2016,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,214343,2020-12-31,100,7324347,34.2,7373048,34.4,1019396,1019396,0,0,0,3846167,0,0,797,0,0
3450,In Compliance,Northcreek,100 Detroit,80206,2013,Portfolio Manager,Building,Apartment,Multifamily Housing,Mixed-use Condominium,,196796,2020-12-31,2,21304306,108.3,21614693,109.8,2763080,2763080,0,0,0,11876678,0,0,2237.4,0,0
2331,In Compliance,Cottage Hills and Trocadero Apartments,3755 Tennyson Street,80212,2001,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,156020,2020-12-31,16,12035707,77.1,12029162,77.1,1526743,1526743,0,0,0,6826459,0,0,1250.3,0,0
5506,In Compliance,Residence at Governors' Park,727 Pearl St.,80203,1964,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,44392,2020-12-31,65,4141301,93.3,4232739,95.3,304602,304602,0,0,0,3102000,0,0,341.9,0,0
3632,In Compliance,Mariposa Apartments,1330 W. Mississippi Avenue,80223,1971,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,25592,2020-12-31,76,2196018,85.8,2354571,92,127203,127203,0,0,0,1762000,0,0,167.6,0,0
3108,In Compliance,960 Grant,960 Grant Street,80203,1937,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,50431,2020-12-31,92,3602823,71.4,3767764,74.7,181660,181660,0,0,0,2983000,0,0,264.1,0,0
4575,In Compliance,CHERRY PLAZA APARTMENT,4550 E JEWELL AV,80222,1973,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,210000,2020-12-31,94,7744671,36.9,7715168,36.7,1180421,1180421,0,0,0,3717075,0,0,883.8,0,0
6008,In Compliance,Platt Park,99 E. Arizona Avenue,80210,2018,Portfolio Manager,Building,Apartment,Multifamily Housing,,,417567,2020-12-31,100,12180615,29.2,12306519,29.5,1775936,1775936,0,0,0,6121120,0,0,1357.8,0,0
3052,In Compliance,Belvedere Tower,475 West 12 Avenue,80204,1999,Portfolio Manager,Building,Apartment,Multifamily Housing,Mixed-use Condominium,,123801,2020-12-31,33,8047865,65,8131014,65.7,1367194,1367194,0,0,0,3383000,0,0,974.7,0,0
2464,In Compliance,The Manhattan,1850 Bassett Street,80202,2003,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,272199,2020-12-31,62,15864114,58.3,15930414,58.5,2558804,2558804,0,0,0,7133474,0,0,1866.7,0,0
2989,In Compliance,"Acacia Investment Group, LLC",429 E. 14th Avenue,80223,1922,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,47400,2020-12-31,77,3773402,79.6,4072133,85.9,122920,122920,0,0,0,3354000,0,0,249.6,0,0
4424,In Compliance,Cambridge Place - 1260,1260 S Bellaire St.,80246,1969,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,37815,2020-12-31,89,2467178,65.2,2521339,66.7,249466,249466,0,0,0,1616000,0,0,230.9,0,0
3650,In Compliance,Broadway Junction,1165 S. Broadway,80210,2009,Portfolio Manager,Building,Apartment,Multifamily Housing,Mixed-use Condominium,,73444,2020-12-31,98,1870662,25.5,1815298,24.7,542934,542934,0,0,0,18172,0,0,316.7,0,0
5394,In Compliance,Mulroy,3550 W 13th Ave,80204,1975,Portfolio Manager,Building,Apartment,Multifamily Housing,Municipal,,70244,2020-12-31,0,4610621,65.6,4749256,67.6,361398,361398,0,0,0,3377532,0,0,389.5,0,0
5575,In Compliance,Venue on 16th - CO (vh30),2900 E. 16th Ave.,80206,2016,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,155744,2020-12-31,23,12057224,77.4,12164323,78.1,1764183,1764182,0,0,0,6037833,0,0,1346.5,0,0
3405,In Compliance,Liongate Apartments,90 CORONA ST,80218,1969,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,121965,2020-12-31,44,10824762,88.8,11056668,90.7,766343,766343,0,0,0,8210000,0,0,881.7,0,0
4389,In Compliance,180 Flats- 818 S Dexter,818 S Dexter Street,80246,1974,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,52308,2020-12-31,60,5127706,98,5307186,101.5,341649,341649,0,0,0,3962000,0,0,409.1,0,0
5637,In Compliance,Helios - lh38,7901 E Belleview Ave,80111,2015,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,234900,2020-12-31,68,15184133,64.6,15281620,65.1,2090155,2090154,0,0,0,8052526,0,0,1643,0,0
1127,In Compliance,NALS REDSTONE-93 LP,4775 Argonne St,80249,1999,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,457796,2020-12-31,68,28190824,61.6,28576377,62.4,2934747,2934747,0,0,0,18177466,0,0,2671.9,0,0
5846,In Compliance,Modera River North (md013),2840 Blake St,80205,2018,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,142190,2020-12-31,83,8552393,60.1,8581858,60.4,1257227,1257227,0,0,0,4262735,0,0,957.4,0,0
2189,In Compliance,Block 32: 3200 Brighton Blvd - bl098,3200 Brighton Blvd,80216,2012,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,244700,2020-12-31,88,9266372,37.9,9305053,38,1403978,1403978,0,0,0,4476000,0,0,1054.1,0,0
4423,In Compliance,Mint Urban Infinity,1251 S. Bellaire Street,80246,1962,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,516825,2020-12-31,90,33725412,65.3,34803855,67.3,2545824,2545824,0,0,0,25039059,0,0,2810.2,0,0
4498,In Compliance,Woodstream Village,10050 E Harvard Ave,80231,1980,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,472693,2020-12-31,98,18775811,39.7,19102871,40.4,1925794,1925794,0,0,0,12205000,0,0,1768,0,0
1069,In Compliance,Sable Ridge Residences - Avanath,15255 E 40th Ave,80239-5913,2003,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,46107,2020-12-31,49,3215677,69.7,3231785,70.1,390312,390312,0,0,0,1883934,0,0,327,0,0
5541,In Compliance,Casa Del Sol Apartments,860 Clermont Street,80220,1971,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,92102,2020-12-31,72,8166709,88.7,8398331,91.2,496984,496984,0,0,0,6471000,0,0,632.7,0,0
2810,In Compliance,Sheridan Glen Housing,5350 W. 52nd Ave.,80212,1989,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-family,,74449,2020-12-31,88,4106179,55.2,4158677,55.9,514414,514414,0,0,0,2351000,0,0,424,0,0
2324,In Compliance,Landmark Building,3601 W 32nd Ave,80211,1907,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial/Residential Mixed-use,,26490,2020-12-31,0,1958458,73.9,1978802,74.7,313647,313647,0,0,0,888295,0,0,229.6,0,0
4909,Not Submitted,Carriage Place Apartment Homes,4875 DTC Boulevard,80237,1998,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,355297,2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,In Compliance,The Crossing Apartment Homes,13500 Albrook Drive,80239,1972,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,162237,2020-12-31,37,18673208,115.1,19173193,118.2,983296,983296,0,0,0,15318200,0,0,1385.4,0,0
3029,In Compliance,1135 Broadway Residences LLC,1135 Broadway,80204,2008,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial/Residential Mixed-use,,120602,2020-12-31,90,5103142,42.3,5179358,42.9,792832,792832,0,0,0,2398000,0,0,588.4,0,0
5749,In Compliance,Bldg 10 - 720 S. Clinton St.,720 S. Clinton St.,80247,1964,Portfolio Manager,Building,Apartment,Multifamily Housing,,,59348,2020-12-31,94,3021530,50.9,3233819,54.5,194243,194243,0,0,0,2358774,0,0,238.2,0,0
3297,In Compliance,Bolt Factory Lofts,209 Kalamath Street,80223,2015,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial Condominium,,31876,2020-12-31,74,1678756,52.7,1770653,55.5,195686,195686,0,0,0,1011075,0,0,167.5,0,0
2534,In Compliance,Benedict Park Place 5B,290 Park Avenue West,80205,2011,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,94485,2020-12-31,87,3160577,33.5,3179514,33.7,790710,790710,0,0,0,462673,0,0,484.3,0,0
5783,In Compliance,Bldg 56 - 9155 E. Center Ave.,9155 E. Center Ave.,80247,1968,Portfolio Manager,Building,Apartment,Multifamily Housing,,,61030,2020-12-31,90,3481637,57,3757662,61.6,168817,168817,0,0,0,2905632,0,0,252.5,0,0
3882,Not Submitted,The Amherst,2775 S Federal Blvd,80236,1972,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,62795,2020-12-31,98,4060294,64.7,4338617,69.1,37062,37062,0,0,0,3933839,0,0,230.5,0,0
5757,In Compliance,Bldg 26 - 745 S. Alton Way,745 S. Alton Way,80247,1967,Portfolio Manager,Building,Apartment,Multifamily Housing,,,59348,2020-12-31,98,2876146,48.5,3083791,52,116150,116150,0,0,0,2479842,0,0,199.3,0,0
5320,Not Submitted,Studio LoHi-Simpson,2555 17th Street,80211,2015,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,93033,2020-12-31,100,2597490,27.9,2603541,28,375187,375187,0,0,0,1317350,0,0,288.1,0,0
2356,In Compliance,Denver Metro Village,1523 Quitman St,80204,1971,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-family,,128315,2020-12-31,76,9075477,70.7,9084285,70.8,923059,923059,0,0,0,5926000,0,0,851.5,0,0
3055,In Compliance,1255 Galapago Street,1255 Galapago Street,80204,1982,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,117544,2020-12-31,87,6584229,56,6609345,56.2,878721,878721,0,0,0,3586032,0,0,701.4,0,0
2551,In Compliance,2020 Lawrence (lw26),2020 Lawrence Street,80205,2012,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial/Residential Mixed-use,,342682,2020-12-31,90,12159593,35.5,12090936,35.3,2708849,2647133,61716,0,61716,2917000,0,0,1694.1,0,0
5034,In Compliance,5034 Building 9,4560 S. Balsam Way,80123,2014,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,28715,2020-12-31,91,1207135,42,1215263,42.3,136361,136361,0,0,0,741872,0,0,118.7,0,0
1839,Not Submitted,Ulster,1955 ulster st,80220,1972,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,654952,2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,In Compliance,1601 Colorado,1601 Colorado Blvd,80220,2009,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-family,,91052,2020-12-31,78,6172135,67.8,6201030,68.1,884675,884675,0,0,0,3153624,0,0,681.9,0,0
4118,In Compliance,Building 12,9655 E 5th Ave,80230,2012,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,28158,2020-12-31,83,1353563,48.1,1357572,48.2,183310,183310,0,0,0,728111,0,0,145.3,0,0
5429,In Compliance,Tennyson 44,4390 Tennyson St,80212,2015,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,32468,2020-12-31,84,1815978,55.9,1822250,56.1,302846,302846,0,0,0,782666,0,0,217.7,0,0
5840,Not Submitted,Tennyson Place,3885 N. Tennyson St.,80212,2017,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,63380,2020-12-31,97,2497876,39.4,2501745,39.5,481803,481803,0,0,0,853965,0,0,325.5,0,0
5799,In Compliance,Bldg 84 - 580 S. Clinton St.,580 S. Clinton St.,80247,1971,Portfolio Manager,Building,Apartment,Multifamily Housing,,,61030,2020-12-31,98,2552237,41.8,2702541,44.3,173674,173674,0,0,0,1959660,0,0,205.1,0,0
3481,In Compliance,Steele Creek,3222 E 1st Ave,80206,2015,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,294971,2020-12-31,31,21581215,73.2,21903688,74.3,2821878,2821878,0,0,0,11952966,0,0,2275.7,0,0
3231,In Compliance,CO - Casa de Rosal: Casa de Rosal,735 Vrain Street,80204,2009,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-family,,49341,2020-12-31,74,2424934,49.1,2432419,49.3,378941,378941,0,0,0,1131988,0,0,280.5,0,0
3686,In Compliance,University Station Apartments,1881 Buchtel Blvd.,80210,2014,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,61500,2020-12-31,78,2798868,45.5,2860300,46.5,456008,456008,0,0,0,1242968,0,0,331.2,0,0
2314,In Compliance,Mark III,2822 W. 28th Ave,80211,1959,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,27172,2020-12-31,85,1703601,62.7,1728455,63.6,134308,134308,0,0,0,1245343,0,0,144.2,0,0
3109,In Compliance,Colburn Hotel,980 grant st,80203,1925,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial/Residential Mixed-use,,55652,2020-12-31,23,6878278,123.6,7073464,127.1,499495,499495,0,0,0,5174000,0,0,565.3,0,0
2266,In Compliance,Centric LoHi by Windsor,2525 18th Street,80211,2018,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial/Residential Mixed-use,,352056,2020-12-31,77,19379069,55,19509417,55.4,2998262,2998262,0,0,0,9149000,0,0,2229.3,0,0
6074,In Compliance,Yale Station Apartments LLC,5307 E Yale Ave,80222,2010,Portfolio Manager,Building,Apartment,Multifamily Housing,,,76754,2020-12-31,83,3559310,46.4,3677187,47.9,555506,555506,0,0,0,1663922,0,0,411.4,0,0
5883,In Compliance,Ash Street Affordable Housing,1170 Ash Street,80220,2017,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,138915,2020-12-31,90,6348417,45.7,6410850,46.1,845216,845216,0,0,0,3464539,0,0,675.5,0,0
2692,Not Submitted,300 East 17th - Grant,300 East 17th Avenue,80203,1986,Portfolio Manager,Building,Apartment,Multifamily Housing,Commercial/Residential Mixed-use,,160536,2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,In Compliance,Park Hill Station,4055 N Albion St.,80216,2016,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-family,,108450,2020-12-31,33,9887206,91.2,9862298,90.9,1146180,1146180,0,0,0,5976438,0,0,983.9,0,0
2385,In Compliance,CO - Sunset Park Apartments: Sunset Park Apartments,1865 Larimer Street,80202,1972,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-family,,189228,2020-12-31,69,13468041,71.2,13638278,72.1,1295733,1295733,0,0,0,9047000,0,0,1233.9,0,0
4879,In Compliance,Edge DTC Building F,7500 E. Quincy Ave,80237,1986,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,25620,2020-12-31,78,1536678,60,1569721,61.3,150199,150199,0,0,0,1024199,0,0,141.7,0,0
2755,In Compliance,Hilltop CO,1705 N Franklin St,80203,1909,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,49876,2020-12-31,93,2878994,57.7,2949614,59.1,201237,201237,0,0,0,2192373,0,0,233.5,0,0
2817,In Compliance,Sheridan South,2172 S. Eaton St.,80227,1962,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,30184,2020-12-31,70,2498507,82.8,2577548,85.4,170583,170583,0,0,0,1916477,0,0,201,0,0
5767,In Compliance,Bldg 39 - 710 S. Alton Way,710 S. Alton Way,80247,1971,Portfolio Manager,Building,Apartment,Multifamily Housing,,,61030,2020-12-31,92,3282627,53.8,3519975,57.7,183261,183261,0,0,0,2657340,0,0,247.7,0,0
5755,In Compliance,Bldg 18 - 795 S. Alton Way,795 S. Alton Way,80247,1965,Portfolio Manager,Building,Apartment,Multifamily Housing,,,59348,2020-12-31,97,2625731,44.2,2827272,47.6,199123,199123,0,0,0,1946322,0,0,219.2,0,0
5894,Not Submitted,North Colorado Station,3999 Colorado Blvd,80205,2014,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,79344,2020-12-31,1,16710542,210.6,16856499,212.4,1056205,1056205,0,0,0,13106770,0,0,1310.3,0,0
4125,In Compliance,Pine Creek Apartments Bldg. 2 & 3,600 S. Dayton St,80247,1972,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,69600,2020-12-31,36,7646846,109.9,8312162,119.4,323447,323447,0,0,0,6543245,0,0,535.6,0,0
2909,In Compliance,Nuvo Modern Rentals,1211 Vine Street,80206,1950,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,50495,2020-12-31,68,4564003,90.4,4704858,93.2,262310,262310,0,0,0,3669000,0,0,347.4,0,0
4119,In Compliance,Building 13,9657 E 5th Ave,80230,2012,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,28090,2020-12-31,77,1436179,51.1,1443686,51.4,195298,195298,0,0,0,769822,0,0,154.4,0,0
4519,In Compliance,Mosaic: 7100 E EVANS AVE - ms037,7100 E Evans Avenue,80224,1973,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,209424,2020-12-31,35,20356404,97.2,22196089,106,1207035,1207035,0,0,0,16238000,0,0,1564.3,0,0
5871,In Compliance,210 St Paul Collection,210 St. Paul Street,80206,2018,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,154193,2020-12-31,62,8944180,58,9119310,59.1,1521823,1521822,0,0,0,3751721,0,0,1084.1,0,0
2893,In Compliance,Metropolis Apartments (mp92),1011 Colorado Blvd,80206,1971,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,51860,2020-12-31,82,3529044,68,3601427,69.4,403589,403589,0,0,0,2152000,0,0,349,0,0
6139,In Compliance,Marycrest Apartments LLC,2777 W Parkside Place,80221,2020,Portfolio Manager,Building,Apartment,Multifamily Housing,RESIDENTIAL-MULTI UNIT APTS,,50652,2020-12-31,83,2176890,43,2188094,43.2,397390,397390,0,0,0,820997,0,0,274.7,0,0
5337,In Compliance,Aria Apartments,2791 W 52nd Avenue,80221,2013,Portfolio Manager,Building,Apartment,Multifamily Housing,Multi-Family,,82748,2020-12-31,83,3746439,45.3,3781745,45.7,495312,482981,12331,0,12331,2056436,0,0,390.1,0,0
